period,maximum,minimum,mean,volatilty,fd,return
1,4.582718,4.5802355,4.58154800417827,0.00248249999999928,0,0
2,4.5829575,4.5781495,4.58075601527778,0.0048079999999997,182404.326123139,-0.000172864913730488
3,4.58025,4.576782,4.57848062222222,0.0034679999999998,99192.6182237657,-0.000496728716388129
4,4.579376,4.5745335,4.57641199166667,0.00484249999999964,106350.025813121,-0.000451815946433272
5,4.5783885,4.574867,4.57612675,0.00352150000000151,94845.9463296484,-6.23286686569104e-05
6,4.5814155,4.577228,4.57865146666667,0.00418750000000046,98626.8656716311,0.000551714758920469
7,4.5811475,4.5773595,4.57886420138889,0.00378800000000012,122492.080253428,4.64623096498355e-05
8,4.5801125,4.576399,4.57793605694444,0.00371349999999993,145953.951797499,-0.000202701893662485
9,4.578206,4.575471,4.5768000625,0.00273499999999949,241681.901279753,-0.000248145546445664
10,4.578924,4.5758655,4.57730431527778,0.00305849999999985,262220.042504508,0.000110175837024049
11,4.5799925,4.5772715,4.57837635694444,0.00272099999999931,195148.842337426,0.000234208082492598
12,4.5805245,4.577999,4.57871304722222,0.00252549999999996,283904.17739062,7.35392312751334e-05
13,4.579697,4.5758,4.57759824861111,0.00389699999999937,185270.721067518,-0.000243474225096323
14,4.5779565,4.5750815,4.57638285972222,0.00287500000000129,182260.869565135,-0.000265507985384703
15,4.578723,4.5753225,4.57671624166667,0.0034004999999997,225849.139832398,7.28483509058219e-05
16,4.578865,4.5745595,4.57674410277778,0.00430550000000096,154918.12797581,6.08757669024563e-06
17,4.5780395,4.575438,4.5763846625,0.00260149999999904,164904.862579342,-7.85362409838884e-05
18,4.57842,4.575924,4.57705386666667,0.00249599999999894,330128.205128345,0.00014622987707973
19,4.579216,4.5763945,4.57768761666667,0.00282150000000048,301967.038809093,0.000138462429864538
20,4.5797965,4.5769325,4.57818034861111,0.00286400000000064,230796.089385423,0.000107637738899227
21,4.580642,4.577654,4.578966175,0.00298799999999932,234939.759036198,0.000171646009779161
22,4.581004,4.5779555,4.57887345277778,0.00304850000000023,221748.400852862,-2.0249597546136e-05
23,4.580843,4.5781295,4.57916828472222,0.00271350000000048,235489.220563806,6.4389624977598e-05
