period,maximum,minimum,mean,volatilty,fd,return
87,1.34135,1.340275,1.34070583333333,0.00107499999999972,212093.02325587,0.000299144207984639
88,1.341675,1.341015,1.34135445833333,0.000659999999999883,307575.757575812,0.000483793673357348
89,1.34175,1.340445,1.34100088888889,0.00130500000000011,272796.934865877,-0.000263591358904382
90,1.34185,1.340445,1.34099302777778,0.0014050000000001,154448.398576501,-5.86212222251932e-06
91,1.341585,1.340105,1.3408395,0.00147999999999993,162162.16216217,-0.000114488125290399
92,1.3414,1.34011,1.34077097222222,0.00129000000000001,144186.046511626,-5.11081138179928e-05
93,1.34129,1.339615,1.34054838888889,0.00167499999999987,157014.925373146,-0.000166011450087308
94,1.339905,1.338305,1.33921695833333,0.00159999999999982,98750.0000000109,-0.000993198430277445
95,1.339555,1.338535,1.339207125,0.00102000000000002,122549.019607841,-7.3425991749785e-06
96,1.34035,1.339095,1.33966526388889,0.00125500000000001,225498.007968126,0.000342097111295539
97,1.3404,1.33968,1.34002818055556,0.000719999999999832,230555.555555609,0.000270901005235639
98,1.340355,1.339185,1.33976734722222,0.00117000000000012,328205.128205096,-0.000194647647801884
99,1.34092,1.33957,1.34034388888889,0.00134999999999996,134814.814814819,0.000430329689600305
100,1.34185,1.340585,1.34106098611111,0.00126500000000007,131225.29644268,0.000535009879305366
101,1.34125,1.34065,1.340874875,0.000599999999999934,281666.666666698,-0.00013877900635296
102,1.34165,1.340745,1.341123,0.000904999999999934,500552.486187882,0.000185047094718612
103,1.341385,1.340375,1.34091513888889,0.00101000000000018,206930.693069271,-0.000154990341013412
104,1.34105,1.339775,1.34036983333333,0.00127500000000014,219607.843137231,-0.000406666715693428
105,1.34025,1.339485,1.33990266666667,0.000765000000000127,231372.54901957,-0.000348535646691555
106,1.34025,1.33945,1.33975444444444,0.000800000000000356,389999.999999826,-0.000110621633876552
107,1.34035,1.339785,1.34012225,0.000564999999999927,430088.495575277,0.000274532065992226
108,1.34015,1.339545,1.33983616666667,0.000604999999999967,641322.314049622,-0.000213475549214524
109,1.33965,1.338795,1.33925908333333,0.00085500000000005,509941.520467806,-0.000430711864398226
110,1.33915,1.33865,1.33888976388889,0.000500000000000167,525999.999999824,-0.000275764001932714
111,1.33875,1.338375,1.33854065277778,0.000375000000000014,727999.999999972,-0.000260746717561643
112,1.33885,1.338095,1.33847205555556,0.000754999999999839,769536.423841224,-5.12477690385755e-05
