period,maximum,minimum,mean,volatilty,fd,return
1,81.72825,81.72825,81.72825,0,0,0
2,82.02605,81.72825,81.8305280555556,0.297799999999995,0,0.00125144066532146
3,81.80805,81.77455,81.7841411111111,0.0335000000000036,477.611940298456,-0.000566866004004731
4,81.78775,81.73005,81.7761555555556,0.0576999999999828,3500.86655112756,-9.76418587645324e-05
5,81.74515,81.73705,81.742995,0.00809999999998468,5061.72839507131,-0.000405503967877779
6,81.74525,81.73455,81.7423755555556,0.0106999999999999,14485.9813084113,-7.5779514127046e-06
7,81.74525,81.7285,81.7428781944444,0.0167500000000018,16298.5074626848,6.14906143200764e-06
8,81.74525,81.73605,81.74438,0.00919999999999277,10978.2608695738,1.83723106981417e-05
9,81.74505,81.73605,81.7449008333333,0.00899999999998613,4111.11111111745,6.3714879643806e-06
10,81.74655,81.73225,81.7427569444444,0.01430000000002,19510.4895104623,-2.62265764228162e-05
11,81.74635,81.74105,81.7442447222222,0.00530000000000541,12264.1509433837,1.8200729133638e-05
12,81.74685,81.74255,81.7448238888889,0.00430000000000064,41395.3488372032,7.08510634156832e-06
13,81.7468,81.74155,81.74478625,0.00525000000001796,36952.3809522545,-4.60443696707123e-07
14,81.74585,81.7428,81.74482,0.00304999999998756,61311.4754100861,4.12870368579333e-07
15,81.75525,81.65955,81.7120009722222,0.0956999999999937,5621.7345872522,-0.000401481436717395
16,81.74265,81.66755,81.6854847222222,0.075099999999992,6005.32623169172,-0.000324508636240595
17,81.7655,81.65855,81.7093490277778,0.106950000000012,8097.24170172888,0.000292148667987965
18,81.7565,81.65345,81.7100048611111,0.103049999999996,2736.53566229996,8.02641730878331e-06
19,81.7195,81.6455,81.6809336111111,0.0740000000000123,4891.89189189108,-0.00035578568437735
20,81.6965,81.64705,81.67063375,0.0494499999999789,7482.30535895163,-0.000126098719196333
21,81.6955,81.6445,81.6690161111111,0.0510000000000161,9588.23529411461,-1.9806860980652e-05
22,81.6955,81.64955,81.67442625,0.0459500000000048,5462.45919477636,6.62446928652899e-05
23,81.7155,81.67015,81.6903073611111,0.0453499999999849,7783.90297684934,0.00019444410986742
24,81.7405,81.6905,81.7150625,0.0499999999999972,7080.0000000004,0.000303036427313983
25,81.7755,81.72205,81.7492766666667,0.053449999999998,4022.45088868116,0.000418700856609783
26,81.7705,81.7335,81.7499515277778,0.0370000000000061,6297.29729729625,8.25525483068881e-06
27,81.77805,81.73635,81.7521383333333,0.0417000000000058,6570.74340527486,2.67499309135357e-05
28,81.79955,81.7645,81.7822540277778,0.0350499999999982,4964.3366619118,0.00036837806396763
29,81.8115,81.7685,81.7876355555556,0.0430000000000064,6418.60465116184,6.58031236940926e-05
30,81.8305,81.7915,81.8099045833333,0.0389999999999873,5256.41025641197,0.000272278659561453
31,81.8255,81.7975,81.8123579166667,0.0279999999999916,10357.142857146,2.99882189796516e-05
32,81.8205,81.77185,81.79255875,0.0486500000000092,8509.76361767568,-0.000242007041122386
33,81.8155,81.78435,81.7990166666667,0.0311499999999967,6998.39486356415,7.89548189389764e-05
34,81.803,81.74205,81.7734494444445,0.0609499999999912,8712.05906480848,-0.000312561486238995
35,81.7705,81.74205,81.7507829166667,0.0284499999999923,6151.14235501045,-0.000277186885618493
36,81.7755,81.73355,81.7481352777778,0.0419499999999857,10870.0834326616,-3.23867098812616e-05
37,81.8005,81.75555,81.7656722222222,0.04495,9899.88876529476,0.000214524091404267
38,81.8075,81.73935,81.7655556944444,0.0681500000000028,6236.24358033723,-1.42514302915259e-06
39,81.7855,81.72605,81.7428511111111,0.0594500000000124,4945.33221194177,-0.000277679068410769
40,81.7755,81.71555,81.7421715277778,0.0599499999999864,5321.1009174324,-8.31367298913176e-06
41,81.7655,81.70555,81.7264813888889,0.0599500000000006,6438.69891576307,-0.000191946685482336
42,81.76,81.71055,81.7271725,0.0494499999999931,6188.06875632038,8.45639135993894e-06
43,81.7705,81.71665,81.7332255555555,0.0538499999999971,8523.67688022331,7.4064174379145e-05
44,81.758,81.68735,81.7148070833333,0.0706500000000148,6454.35244161224,-0.000225348652240616
45,81.7375,81.6925,81.7078258333333,0.0450000000000159,6533.33333333102,-8.54343325177499e-05
46,81.7305,81.67965,81.6982681944445,0.0508500000000112,6705.99803343019,-0.000116973359545614
47,81.7375,81.67605,81.7028298611111,0.0614500000000078,6590.72416598777,5.58355368782536e-05
48,81.7625,81.68015,81.7084366666667,0.082349999999991,3606.55737704957,6.86243740281142e-05
49,81.7605,81.67645,81.7080130555556,0.0840500000000048,4354.55086258155,-5.18442315609114e-06
50,81.7225,81.63595,81.6810677777778,0.0865499999999884,3073.36799537881,-0.000329775217510788
51,81.6975,81.62405,81.64843375,0.073449999999994,4356.70524166135,-0.000399529886981387
52,81.7155,81.63905,81.6646419444444,0.0764499999999941,2864.61739699172,0.00019851200690584
53,81.7205,81.64445,81.6597847222222,0.0760499999999809,4773.17554240751,-5.94776650772795e-05
54,81.7075,81.64955,81.6671159722222,0.0579500000000053,4728.21397756644,8.97779736371513e-05
55,81.7005,81.66005,81.6667722222222,0.040450000000007,6872.68232385543,-4.2091605160896e-06
56,81.7085,81.63855,81.6619123611111,0.0699499999999915,6819.15654038682,-5.95084264854018e-05
57,81.6975,81.66065,81.67041875,0.0368499999999869,6919.94572591833,0.000104165928067665
58,81.6905,81.6375,81.6503830555556,0.0529999999999973,10433.9622641515,-0.000245323762888517
59,81.6875,81.6245,81.6447516666667,0.0630000000000024,6507.93650793626,-6.89695342282615e-05
60,81.6875,81.6358,81.6571198611111,0.0516999999999968,5493.23017408158,0.000151487930233954
61,81.6755,81.6275,81.6482730555556,0.0480000000000018,5479.16666666646,-0.000108340896306545
62,81.67,81.6355,81.6419680555556,0.0344999999999942,2260.86956521777,-7.72214740622042e-05
63,81.6465,81.6295,81.6373833333333,0.0169999999999959,2235.2941176476,-5.61564392849947e-05
64,81.6625,81.637,81.6471430555556,0.0254999999999939,6941.17647058991,0.000119549669816872
65,81.661,81.63,81.6416888888889,0.0310000000000059,2612.90322580595,-6.68016842053534e-05
66,81.65005,81.6345,81.6385616666667,0.0155499999999904,1672.0257234737,-3.83042323694301e-05
67,81.64755,81.6325,81.6406618055556,0.0150500000000022,7574.75083056366,2.57248394145048e-05
68,81.6619,81.61305,81.6373309722222,0.0488500000000016,6960.08188331605,-4.0798705690112e-05
69,81.6978,81.6355,81.6590819444444,0.0622999999999934,2118.78009630841,0.000266434141871161
70,81.684,81.6525,81.6662916666667,0.0314999999999941,2063.49206349245,8.82905128313723e-05
71,81.662,81.65,81.6572430555556,0.0120000000000005,8083.33333333303,-0.000110799828502623
72,81.659,81.65,81.6530763888889,0.00899999999998613,11444.4444444621,-5.10262961467153e-05
73,81.696,81.65,81.67251375,0.0459999999999923,9000.00000000151,0.000238048117361261
74,81.6975,81.65225,81.6740638888889,0.0452499999999816,5767.95580110732,1.89799336118498e-05
75,81.6675,81.64505,81.6572159722222,0.0224500000000063,9443.20712694613,-0.000206282335719174
76,81.667,81.63755,81.6542545833334,0.0294499999999971,15551.7826825143,-3.62661015761905e-05
77,81.665,81.65255,81.659625,0.0124500000000012,7550.20080321213,6.57702001451714e-05
78,81.6605,81.6425,81.65342125,0.0179999999999865,22055.5555555721,-7.59708362606758e-05
79,81.6795,81.64755,81.6657598611111,0.031950000000009,21784.0375586793,0.000151109542285156
80,81.6795,81.66225,81.6728873611111,0.0172500000000042,23246.3768115885,8.72764792994943e-05
81,81.68015,81.64225,81.65444875,0.0379000000000076,22189.9736147713,-0.000225761714895459
82,81.65565,81.64215,81.6472281944445,0.0135000000000076,10814.8148148087,-8.84281954759808e-05
83,81.6567,81.6375,81.6510141666667,0.0192000000000121,35416.6666666444,4.6369880594129e-05
84,81.65455,81.63745,81.6501136111111,0.0170999999999992,25321.6374269017,-1.10293248008178e-05
85,81.6567,81.63925,81.6521847222222,0.0174499999999966,23553.0085959931,2.5365685600529e-05
86,81.65465,81.63225,81.6433773611111,0.0224000000000046,12544.6428571403,-0.000107864365675677
87,81.6475,81.63225,81.6421836111111,0.0152500000000089,12590.1639344189,-1.46215166324268e-05
88,81.6605,81.63225,81.6502080555556,0.0282499999999999,28141.5929203541,9.82879693991002e-05
