period,maximum,minimum,mean,volatilty,fd,return
47,23.713,23.699,23.7059086111111,0.0140000000000029,23214.2857142809,-0.000178931799300597
48,23.729,23.70095,23.7163651388889,0.0280500000000004,14759.3582887699,0.000441093735292457
49,23.73145,23.70745,23.7188819444444,0.0240000000000009,10083.333333333,0.000106121049360757
50,23.716,23.663,23.7058331944444,0.0530000000000008,5830.18867924519,-0.000550141867165846
51,23.695,23.672,23.6841890277778,0.0230000000000032,6086.95652173827,-0.000913031256447913
52,23.716,23.6892,23.7005698611111,0.0268000000000015,10970.1492537307,0.000691635812994092
53,23.71285,23.685,23.6953272222222,0.0278500000000008,9228.00718132827,-0.000221203073158736
54,23.716,23.6897,23.7010320833333,0.0262999999999991,9239.54372623606,0.00024075890818533
55,23.719,23.7047,23.7116372222222,0.0142999999999986,14755.2447552462,0.000447454729042874
56,23.7209,23.7,23.7119484722222,0.020900000000001,25789.4736842093,1.31264660083286e-05
57,23.727,23.7117,23.7197627777778,0.0152999999999999,23267.9738562093,0.000329551389027226
58,23.719,23.683,23.6990319444444,0.0360000000000014,17416.666666666,-0.000873989909914156
59,23.69855,23.669,23.6843318055556,0.0295500000000004,5279.18781725881,-0.000620284361122903
60,23.722,23.696,23.7076295833333,0.0260000000000034,10576.9230769217,0.000983678913513461
61,23.715,23.703,23.7093302777778,0.0120000000000005,25249.999999999,7.17361657126722e-05
62,23.71825,23.7,23.7083823611111,0.0182500000000019,27726.0273972574,-3.99807441022469e-05
63,23.709,23.6886,23.6982027777778,0.0203999999999986,16960.7843137266,-0.000429366423161382
64,23.699,23.664,23.6822945833333,0.0349999999999966,10628.5714285725,-0.000671282737919677
65,23.69225,23.68005,23.6859216666667,0.0122,13278.6885245902,0.000153155908122489
66,23.695,23.68165,23.6880251388889,0.0133500000000026,28689.1385767734,8.88068554738606e-05
67,23.701,23.68185,23.6949847222222,0.0191499999999998,23446.4751958227,0.000293801753946477
68,23.693,23.66595,23.6818758333333,0.0270499999999991,16044.3622920523,-0.00055323474746083
69,23.705,23.665,23.6781333333333,0.0399999999999991,9325.0000000002,-0.000158032244841434
70,23.69,23.665,23.6775206944444,0.0249999999999986,10640.0000000006,-2.58736142865552e-05
71,23.7089,23.672,23.6855733333333,0.0368999999999993,11246.6124661249,0.00034009637211624
72,23.707,23.68815,23.6974663888889,0.0188500000000005,11299.7347480103,0.000502122342076315
73,23.721,23.69545,23.7100259722222,0.0255499999999991,23365.9491193746,0.000529996883515945
74,23.735,23.711,23.7209268055556,0.0240000000000009,18583.3333333326,0.000459756279731842
75,23.735,23.717,23.7244206944444,0.0180000000000007,19833.3333333326,0.000147291415615157
76,23.742,23.71875,23.7277815277778,0.0232500000000009,21505.3763440852,0.00014166134451152
77,23.745,23.72765,23.7359711111111,0.0173500000000004,13832.8530259363,0.000345147451890771
78,23.74,23.723,23.7307181944444,0.017000000000003,18941.1764705849,-0.00022130616194638
79,23.7431,23.7264,23.7348069444444,0.0167000000000002,21017.9640718561,0.000172297777357697
80,23.7334,23.7109,23.7262247222222,0.0225000000000009,18933.3333333326,-0.000361588035761789
81,23.718,23.7047,23.7125995833333,0.0132999999999974,23233.0827067714,-0.000574264934620038
82,23.7144,23.698,23.7051406944444,0.0164000000000009,26402.4390243889,-0.000314553824546936
83,23.7127,23.698,23.7042998611111,0.0146999999999977,28299.3197278956,-3.54705059199254e-05
84,23.718,23.703,23.7090781944444,0.0150000000000006,26399.999999999,0.000201580867662473
85,23.7227,23.7097,23.7154048611111,0.0130000000000017,35923.0769230723,0.000266845746375428
86,23.733,23.697,23.7117969444444,0.0360000000000014,16027.7777777772,-0.000152133884612281
87,23.753,23.7265,23.7358659722222,0.0264999999999986,7547.16981132114,0.00101506553190268
88,23.746,23.7316,23.73764875,0.014400000000002,17222.2222222199,7.51090261407237e-05
89,23.7504,23.734,23.7433226388889,0.0163999999999973,24024.3902439064,0.000239024890318567
90,23.748,23.727,23.7376501388889,0.0210000000000008,19809.5238095231,-0.000238909275094817
91,23.753,23.72,23.7386186111111,0.0330000000000012,10060.6060606057,4.07989930155676e-05
92,23.743,23.72285,23.7342663888889,0.020150000000001,13002.4813895775,-0.000183339321192977
93,23.737,23.71115,23.7241219444444,0.0258500000000019,15396.5183752406,-0.000427417653372202
94,23.726,23.702,23.7169556944444,0.0240000000000009,11916.6666666662,-0.000302065973897048
95,23.708,23.681,23.69685125,0.0269999999999975,12481.4814814827,-0.00084768233762628
96,23.697,23.68,23.6895197222222,0.0169999999999995,14588.2352941181,-0.000309388268526853
97,23.702,23.6834,23.6927008333333,0.0185999999999993,22311.8279569901,0.000134283478450201
98,23.699,23.6701,23.6830869444444,0.0289000000000001,17508.6505190311,-0.000405774291268947
99,23.7026,23.6839,23.6929140277778,0.0186999999999991,12085.5614973268,0.000414940981147868
100,23.714,23.6835,23.7013504166667,0.0304999999999964,12590.1639344277,0.000356072236576485
101,23.7123,23.6953,23.70422125,0.0169999999999995,12411.7647058827,0.000121125306485235
102,23.723,23.70195,23.7149176388889,0.0210499999999989,18242.2802850366,0.000451244053794512
103,23.7266,23.70715,23.7167309722222,0.0194499999999991,12956.2982005148,7.64638258899521e-05
104,23.7197,23.69285,23.7086319444444,0.0268499999999996,18175.0465549351,-0.000341490055575843
105,23.73395,23.693,23.7071973611111,0.0409500000000023,9304.02930402879,-6.05089039593989e-05
106,23.72175,23.6897,23.7065497222222,0.0320499999999981,5647.42589703621,-2.73182392260152e-05
107,23.7207,23.68785,23.7014531944444,0.0328499999999998,4901.06544901068,-0.000214983953274297
108,23.6963,23.6789,23.6878405555556,0.0174000000000021,5172.41379310283,-0.000574337732678821
109,23.68215,23.657,23.6722566666667,0.02515,14552.6838966203,-0.000657885587009845
110,23.69075,23.64265,23.6614508333333,0.0481000000000016,8794.17879417851,-0.000456476688534087
111,23.66715,23.659,23.6632240277778,0.00815000000000055,6871.16564417132,7.49402247957165e-05
112,23.67475,23.6509,23.6617876388889,0.0238499999999995,49266.247379456,-6.07013180960109e-05
